product_id,mean,std,min,max,range,high_state_mean,low_state_mean,high_state_ratio,high_state_std,low_state_std,transition_point,transition_magnitude,trend_slope,EPAI_COILC,LARGCOILVISC,Aluminium,Azote,Bore,Carbone,Chrome,Cuivre,Etain,Manganese,Molybdene,Nickel,Niobium,Phosphore,Silicium,Soufre,Titane
18N088,109.12964486666667,216.33878662273457,-140.405,479.965,620.37,278.7764334857143,-128.37585919999998,0.5833333333333334,103.86385432622458,15.362568241120362,0.55,50.262,-2.304043449678329,2.1700001,930,239,38,0,37,204,103,10,2437,16,123,2,83,27.0,96,1
18N089,113.04594337666668,216.71306079870263,-141.476,490.759,632.235,282.77066988636363,-127.8536684435484,0.5866666666666667,99.0934713409352,21.714918411500822,0.5866666666666667,53.970287000000006,-2.320522721299347,2.1700001,930,278,47,2,42,227,118,15,2451,22,118,2,77,31.0,80,2
18N090,115.95355346666669,218.69981171396554,-139.334,482.272,621.606,283.1152946067416,-127.93816721311475,0.5933333333333334,107.05978664266522,18.520716745749112,0.5766666666666667,51.9928,-2.357131169768553,2.1700001,930,272,40,0,33,364,323,24,2535,30,209,3,101,32.0,93,1
18N091,115.160071,213.69276900931476,-140.24,481.778,622.018,277.4239547486033,-124.88319504132232,0.5966666666666667,102.55110009931315,28.377201301287773,0.6233333333333333,70.94380000000001,-2.293830792942144,2.1700001,930,246,40,1,38,271,180,19,2491,17,141,3,89,33.0,91,1
18N092,119.02008466666669,217.5058407743177,-139.087,481.448,620.535,282.93871933701655,-130.30153613445378,0.6033333333333334,101.7048906415802,13.92816844078465,0.6033333333333334,67.73060000000001,-2.332499090745455,2.1700001,930,159,37,0,12,217,114,13,2628,10,121,2,82,42.0,85,1
18N093,113.80103666666668,216.3779502194408,-139.911,485.156,625.067,279.5518314606742,-128.0320901639344,0.5933333333333334,103.7478059683759,23.817038321903286,0.6133333333333333,64.92930000000001,-2.324421074056379,2.1700001,930,159,37,0,15,217,114,13,2627,10,120,2,82,42.0,85,1
18N094,106.99776833333334,218.12789795631008,-142.383,480.542,622.925,282.0665517441861,-128.250909375,0.5733333333333334,103.21968438128165,19.65417225983936,0.5733333333333334,64.92920000000001,-2.3315243767375193,2.1700001,927,250,46,0,42,280,210,54,2420,10,140,2,91,33.0,70,1
18N095,151.092477,273.60776689173485,-186.548,601.996,788.544,353.02032786885246,-164.7433923076923,0.61,129.3239012976309,42.22212635297287,0.5633333333333334,66.98900000000003,-2.914870480272005,2.02,920,511,61,0,345,451,97,33,2445,16,100,3,114,110.0,108,7
18N096,157.7183500666667,278.37002553629713,-190.503,602.49,792.9929999999999,354.97959468085105,-173.39873910714286,0.6266666666666667,135.71085503500626,34.280265429778304,0.5866666666666667,69.297,-2.9643319934977046,2.4200001,891,560,59,0,268,424,112,35,2233,11,109,3,96,65.0,108,2
18N097,116.4149116666667,249.37117022194926,-182.758,583.951,766.7090000000001,306.3936597765363,-164.6280297520661,0.5966666666666667,117.58086673200252,30.964496961527423,0.5766666666666667,72.6743,-2.511689240391561,2.8199999,864,680,32,0,18,239,276,38,938,18,142,0,69,51.0,71,694
18N098,126.6407608,267.4921041125972,-182.84,586.752,769.592,328.1154024719101,-167.31404426229508,0.5933333333333334,140.85498188673435,30.83168240958686,1.0,0.0,-2.8248560933965927,2.8199999,864,681,32,0,18,237,276,39,939,18,142,0,69,51.0,71,695
18N099,125.61269498333336,265.357599882685,-181.027,598.205,779.232,330.8902142571428,-161.77583200000004,0.5833333333333334,135.6785839412021,35.074911348373014,0.6066666666666667,70.5322,-2.819109268312983,2.8199999,864,681,32,0,18,237,276,39,940,18,142,0,69,52.0,71,695
18N100,112.94707,249.36921123285197,-172.293,532.782,705.075,309.31473179190755,-154.54588661417327,0.5766666666666667,125.59211993213076,31.14286812324713,0.5933333333333334,85.1168,-2.5110169345437185,2.6300001,792,583,44,0,348,483,305,62,2630,19,147,3,83,145.0,104,11
18P001,279.7464547333333,401.5048806433288,-407.62,702.191,1109.8110000000001,478.12597742222226,-315.3921133333333,0.75,228.41680494248695,121.62325669701023,0.31666666666666665,81.16200000000003,-3.9569054494249936,4.4499998,1039,341,47,28,2314,1701,120,14,11965,21,133,3,114,2584.0,10,394
18P002,218.00250246666664,432.2759389918681,-409.268,703.427,1112.695,481.99254551724135,-334.4715051546392,0.6766666666666666,230.7683833570697,119.03584807194494,0.57,72.757,-4.427601718410205,4.25,1144,336,47,34,2246,1622,135,44,11449,21,131,3,105,2481.0,9,385
18P003,292.1631596666667,420.78676861729,-405.56,704.004,1109.564,540.1443167464114,-277.3759813186813,0.6966666666666667,204.0413116606001,145.72665071201143,0.6133333333333333,111.48399999999998,-4.119469244978277,4.0500002,1137,336,47,34,2246,1622,135,44,11449,21,131,3,105,2481.0,9,385
18P004,217.20462040000004,376.86697503193693,-272.736,700.625,973.361,474.978295894737,-228.04081909090908,0.6333333333333333,200.44314894148295,63.627437507611795,0.6333333333333333,75.55846,-3.854992988864318,4.2399998,1259,234,48,0,773,243,107,37,2861,5,108,156,161,127.0,71,9
18P006,47.81687210000001,309.1702581991528,-331.485,565.164,896.649,311.59855166666665,-237.9466140972222,0.52,155.31235293878115,124.81140828823301,0.66,83.22200000000001,-3.2272471386415416,3.24,1282,605,19,0,12,265,130,51,943,12,121,0,80,37.0,66,437
18P007,159.01718866666667,352.7370392730752,-275.372,701.697,977.069,417.5069508196721,-245.28731111111114,0.61,173.52491656175155,56.46534294471345,0.61,68.5547,-3.533841565661838,3.6400001,1293,651,25,0,14,286,246,60,982,19,146,0,94,36.0,69,488
18P008,188.6497828266667,412.048085989962,-429.867,706.64,1136.507,448.70666162376244,-347.3858244897958,0.6733333333333333,187.8010119346017,138.335711469208,0.7333333333333333,113.05000000000001,-4.368903442060469,4.1399999,1411,586,19,3,14,315,198,68,1188,16,129,0,166,129.0,74,512
18P009,174.41615500000003,370.19437638216374,-326.294,702.191,1028.4850000000001,427.04128814432994,-287.93550377358486,0.6466666666666666,166.80683546150368,73.38689251044626,0.6633333333333333,53.476,-3.602903553172812,3.1400001,1536,294,62,0,541,228,186,14,1897,4,110,2,141,63.0,231,5
18P010,72.11314000000002,379.7573354547207,-446.759,667.502,1114.261,320.8923067015707,-363.82099614678896,0.6366666666666667,210.88605232455842,140.607775820952,0.7033333333333334,95.08700000000002,-3.947456662496249,2.9400001,1567,294,62,0,541,228,186,14,1897,4,110,2,141,63.0,231,5
18P011,185.21810499999998,375.39826643099735,-346.069,704.828,1050.897,431.40430653266327,-299.8418366336633,0.6633333333333333,169.32676258693732,79.67100531985739,0.6633333333333333,92.36760000000001,-3.5353604209157865,2.4400001,1568,294,62,0,541,228,186,14,1897,4,110,2,141,63.0,231,5
18P012,162.6777778966666,415.82850881855654,-415.036,695.846,1110.882,451.7092055968587,-343.7901366972479,0.6366666666666667,176.85220105661543,130.631470237751,0.7,225.192,-4.22479959653663,3.3399999,1570,624,22,6,17,301,315,21,3950,11,171,2,96,54.0,92,151
18P013,188.61674530000005,401.2272785542401,-319.043,706.64,1025.683,476.02898973118283,-280.31902192982454,0.62,196.45816247618635,70.42388755474843,0.57,67.154,-3.9660778724896932,3.3399999,1570,482,45,0,459,222,121,9,1813,3,133,3,118,100.0,90,6
18P014,149.82625500000003,404.72751832847155,-431.845,710.266,1142.1109999999999,427.4650689119171,-350.96151214953267,0.6433333333333333,163.99024262049153,140.84150124589317,0.7066666666666667,148.645,-4.059649918576871,3.3399999,1628,501,26,0,15,302,209,44,874,7,142,0,142,51.0,97,454
18P015,269.10262403333337,434.919894688097,-406.137,711.172,1117.309,539.9423544607844,-306.43180312500004,0.68,202.80779529699515,123.3125690749329,0.5566666666666666,66.495,-4.351919908298979,4.8400002,1659,732,26,4,8,274,230,53,889,12,131,0,72,116.0,92,607
18P016,261.50910333333326,431.08375013485715,-414.212,703.756,1117.9679999999998,538.2085427860696,-300.2746070707071,0.67,190.09540549538923,131.83565537019345,0.67,91.6259,-4.288359207057858,4.8400002,1659,686,40,0,11,238,77,16,963,4,125,0,82,60.0,65,641
18P017,165.442519,433.74867683638973,-459.53,709.03,1168.56,465.4777041666666,-367.9533657407407,0.64,172.2196365985795,155.19033691803526,0.7133333333333334,218.51799999999997,-4.491344848431649,3.4400001,1703,616,33,0,12,289,342,125,810,18,164,0,68,47.0,87,495
18P018,186.09161533333332,428.82574545128466,-352.249,707.959,1060.208,511.3166364640884,-308.57837478991587,0.6033333333333334,181.37245916932312,82.26521091097989,0.6033333333333334,111.5661,-4.5098765124945865,3.4400001,1703,581,42,4,24,248,156,63,849,15,116,0,102,141.0,104,635
18P020,149.25035406666666,391.6722675627615,-411.905,696.423,1108.328,417.3281789690722,-341.38264622641503,0.6466666666666666,156.93938013817447,125.61506205607381,0.7066666666666667,234.174,-3.9077037790819893,2.8399999,1739,512,17,0,15,286,187,71,853,8,151,0,77,57.0,107,515
18P021,178.144621,414.8439708533215,-331.32,705.487,1036.807,495.51284860335204,-291.3505256198347,0.5966666666666667,185.54972743710474,72.30715270434354,0.5966666666666667,62.3749,-4.3408493120367995,2.9400001,1780,565,27,7,15,330,327,47,3995,12,179,4,79,47.0,137,102
18P022,166.66085766666666,411.29539532235754,-326.541,711.749,1038.29,485.58619152542377,-292.2804764227642,0.59,184.08306145240704,76.04810624671607,0.5866666666666667,81.40870000000001,-4.2985971011011275,2.9400001,1780,607,26,5,12,356,365,23,3956,18,225,4,102,44.0,94,136
18P023,170.21769596666664,410.20880172872137,-328.848,701.532,1030.38,482.5276440782123,-291.7945413223141,0.5966666666666667,189.10467105849568,74.18552473578507,0.5666666666666667,60.974000000000004,-4.231960057060631,2.9400001,1780,582,26,4,16,363,400,23,3973,19,209,4,135,51.0,113,115
18P024,224.4434646666667,414.29010370938767,-340.631,718.588,1059.219,507.18522487046636,-285.54868224299065,0.6433333333333333,192.3365956806019,95.05218268547834,0.5866666666666667,71.769,-4.285493716552406,3.6400001,1815,361,36,0,626,252,119,21,2487,2,131,113,124,84.0,68,9
18P025,117.03730166666665,444.64778051553117,-368.811,709.524,1078.335,511.7264088050315,-328.0376489361702,0.53,186.31274241522965,81.56274121980805,0.58,87.67099999999999,-4.699481818086869,3.24,1842,719,26,0,18,268,200,52,867,7,149,0,94,56.0,98,669
18P026,156.12800233333334,435.0787252084801,-368.564,713.067,1081.631,503.19353160919536,-323.1529666666667,0.58,181.33770857249684,89.77138167705252,0.4766666666666667,54.959,-4.507036203846707,3.24,1842,718,26,0,18,269,201,52,867,7,149,0,95,56.0,99,669
18P027,149.1665558,433.4330762150693,-367.987,709.607,1077.594,499.1033362790698,-321.06099296875004,0.5733333333333334,183.7793299424051,90.09762340989997,0.63,60.56199999999998,-4.499689419806889,3.24,1842,719,26,0,18,267,199,52,869,7,148,0,94,56.0,98,669
18P028,165.68117079999996,444.0523377930038,-382.654,696.917,1079.571,499.4390433149171,-341.9673579831932,0.6033333333333334,203.5002670833606,75.56727157837747,0.6333333333333333,137.851,-4.5985792831475925,3.3399999,1851,591,34,6,13,290,118,53,3897,16,136,3,64,47.0,97,127
18P029,210.09152733333337,452.02133460303577,-407.95,701.449,1109.399,518.0976269430053,-345.47087663551406,0.6433333333333333,210.6514003174449,108.06486790553998,0.6433333333333333,64.0228,-4.486653655796177,3.1500001,1828,533,34,24,2264,1686,77,7,11641,16,125,3,85,2492.0,13,357
18P030,239.5200417333334,447.30379464085337,-405.972,711.502,1117.474,544.4049651282052,-326.694816,0.65,185.12560651639834,115.45660070945458,0.6466666666666666,55.4534,-4.522465342050468,3.45,1774,270,48,30,2400,1650,120,13,12670,30,150,8,110,3040.0,7,370
18P031,203.5755081333334,455.85450617836057,-406.055,704.992,1111.047,517.8236981250001,-355.08794074074063,0.64,210.0314588386433,98.58241990900284,0.64,72.75688000000001,-4.648616783066484,3.05,1769,533,34,24,2264,1686,77,7,11641,16,125,3,85,2492.0,13,357
18P032,248.29262300000002,446.79227208559786,-409.927,701.12,1111.047,542.7552479797979,-323.3112960784313,0.66,197.63725649061473,121.77175008062017,0.5433333333333333,74.48699999999997,-4.488835981444234,3.55,1768,533,34,24,2264,1686,77,7,11641,16,125,3,85,2492.0,13,357
18P033,239.93800999999996,451.29609584946775,-411.905,701.697,1113.6019999999999,547.0369666666667,-330.38862380952384,0.65,189.13791922956224,116.55206119571426,0.65,80.5023,-4.562988147201636,3.3499999,1730,345,52,31,2310,1642,57,5,11660,16,116,3,114,2536.0,10,367
18P034,237.15331166666667,449.6040765152279,-410.339,708.288,1118.627,545.5802170103093,-327.3261188679245,0.6466666666666666,186.80218155892211,118.56543587516727,0.5266666666666666,110.82499999999999,-4.5839951724574695,3.3499999,1730,398,39,27,2207,1634,94,14,11498,25,138,3,99,2409.0,10,387
18P035,224.9320286666667,451.5579681388277,-408.774,708.618,1117.392,531.1659205128205,-343.78805619047614,0.65,198.54396107745632,101.50989067306725,0.55,87.34100000000001,-4.513152675874176,3.3499999,1730,345,52,31,2310,1642,57,5,11660,16,116,3,114,2536.0,10,367
18P036,227.94812036666664,449.96100732278455,-409.433,702.768,1112.201,538.5603332124352,-332.3150299065421,0.6433333333333333,188.07425681508158,120.46390885890453,0.6333333333333333,82.06783,-4.498687084672051,3.3499999,1730,345,52,31,2310,1642,57,5,11660,16,116,3,114,2536.0,10,367
18P037,175.58732233333333,465.1410159045523,-536.654,717.27,1253.924,480.67850000000004,-399.3922048076923,0.6533333333333333,204.4723380407343,194.87103521778636,0.7533333333333333,124.42000000000002,-4.866704056289513,3.3499999,1730,345,52,31,2310,1642,57,5,11660,16,116,3,114,2536.0,10,367
18P038,239.7234787333333,467.69880896550853,-531.546,726.251,1257.797,524.1383211483253,-413.49302747252756,0.6966666666666667,181.11244562249308,177.8205199460144,0.7566666666666667,98.87700000000001,-4.7318322951721665,3.3499999,1730,345,52,31,2310,1642,57,5,11660,16,116,3,114,2536.0,10,367
18P039,219.64057236666665,476.76219902603367,-532.287,718.258,1250.545,516.3559767475729,-430.608079787234,0.6866666666666666,190.82276283809307,167.74874332519983,0.7633333333333333,126.15100000000001,-4.917139644438274,3.3499999,1730,345,52,31,2310,1642,57,5,11660,16,116,3,114,2536.0,10,367
18P040,227.00240933333333,452.27307882453306,-407.455,707.547,1115.002,542.0841203125,-333.1428546296297,0.64,187.10340394276525,119.45375524107736,1.0,0.0,-4.567877157346192,3.3499999,1730,345,52,31,2310,1642,57,5,11660,16,116,3,114,2536.0,10,367
18P041,233.233891,470.56401342853184,-533.935,718.258,1252.193,527.4705575609755,-401.6978631578948,0.6833333333333333,180.6925978917922,192.9913908345594,0.7533333333333333,223.6266,-4.782077577417525,3.3499999,1730,398,39,27,2207,1634,94,14,11498,25,138,3,99,2409.0,10,387
18P042,265.39770206666657,436.6210861764953,-409.433,705.899,1115.3319999999999,535.4353603902439,-317.3151395789474,0.6833333333333333,204.5465493095267,115.74068572176665,0.5833333333333334,71.851,-4.43565301160235,3.6500001,1726,398,39,27,2207,1634,94,14,11498,25,138,3,99,2409.0,10,387
18P043,208.55942775333335,456.4465776730356,-407.291,709.277,1116.568,536.3706915343915,-349.6056970630632,0.63,180.18613268152396,108.67179695888254,0.5033333333333333,113.132,-4.724644906630074,3.1500001,1714,421,50,28,2194,1736,88,64,11395,13,133,4,128,2386.0,16,320
18P044,203.80595146666664,480.50615548737824,-534.677,700.378,1235.055,518.0523663681593,-434.209496969697,0.67,175.03891618303217,167.78931274929127,0.72,134.802,-4.9536506723408,3.1500001,1714,279,49,30,2411,1701,71,65,11637,14,130,9,147,2487.0,10,372
18P045,207.39160299999995,456.7497154910127,-406.055,702.026,1108.081,529.8402215789473,-349.56510181818186,0.6333333333333333,196.1493417408347,106.17632074642665,0.27,55.20600000000002,-4.592398117334638,3.1500001,1714,279,49,30,2411,1701,71,65,11637,14,130,9,147,2487.0,10,372
18P046,196.53743799999995,483.1348313649628,-533.853,702.273,1236.126,516.1210020100502,-433.13710891089124,0.6633333333333333,181.0075878203567,171.31980859394696,0.73,148.892,-5.045670953366145,3.25,1690,527,42,31,2189,1675,134,52,11695,19,137,3,105,2639.0,14,374
18P047,226.07683433333338,455.50734442878996,-411.246,717.846,1129.092,536.3954712820513,-350.2292057142857,0.65,194.65164665518117,99.83287650414417,0.5766666666666667,57.019000000000005,-4.635454981966465,3.25,1690,353,46,30,2220,1736,102,11,11185,22,131,3,104,2545.0,14,369
18P048,199.21284286666662,479.57430908520865,-537.726,699.966,1237.692,510.4414674626866,-432.6755767676768,0.67,185.13455374526077,172.4367420852584,0.7266666666666667,171.634,-4.893598150779455,3.25,1690,353,46,30,2220,1736,102,11,11185,22,131,3,104,2545.0,14,369
18P049,205.53216286666668,456.2969409320105,-410.586,705.157,1115.743,530.1511789473684,-355.17341036363626,0.6333333333333333,185.26726478860533,103.2466903282665,0.6466666666666666,95.33384000000001,-4.653049361139572,2.75,1656,398,46,34,2265,1707,104,52,11524,14,123,2,81,2570.0,8,381
18P050,213.98999866666662,476.5847583824287,-529.733,706.476,1236.2089999999998,522.6787450495049,-422.28680510204083,0.6733333333333333,170.70779302360378,179.68926793474222,0.7366666666666667,229.477,-4.8326041906243375,3.25,1666,398,46,34,2265,1707,104,52,11524,14,123,2,81,2570.0,8,381
18P051,210.31009766666665,453.99823188420817,-407.95,705.734,1113.684,527.5113623036649,-345.51964128440363,0.6366666666666667,198.31645272894488,108.12570726953882,0.4866666666666667,80.17200000000003,-4.513430174757495,3.25,1666,290,42,32,2231,1658,148,86,11403,26,169,2,93,2561.0,7,329
18P052,215.59810439999995,475.09566192299025,-532.782,706.97,1239.752,516.7670733990149,-414.683346185567,0.6766666666666666,187.51575168142827,189.2950290394964,0.7466666666666667,203.274,-4.7733782540117105,3.25,1666,398,46,34,2265,1707,104,52,11524,14,123,2,81,2570.0,8,381
18P053,210.30023066666672,450.31752491459577,-411.081,702.685,1113.766,528.8662389473683,-339.9501472727274,0.6333333333333333,189.96520156564642,106.02298342125628,0.59,63.281000000000006,-4.536904725474726,3.25,1666,398,46,34,2265,1707,104,52,11524,14,123,2,81,2570.0,8,381
18P054,196.3572126666666,458.2032521736324,-409.433,699.884,1109.317,525.6057856382978,-356.31003482142853,0.6266666666666667,197.6120137224706,89.20066009168632,0.6533333333333333,76.547,-4.638547671596347,3.25,1666,527,42,31,2189,1675,134,52,11695,19,137,3,105,2639.0,14,374
18P055,212.25937646666665,479.67178299179676,-539.291,711.255,1250.546,521.8918215920398,-416.38831515151514,0.67,188.04392845154055,184.2912632391307,0.7333333333333333,105.13899999999998,-4.913830177313078,3.25,1666,398,46,34,2265,1707,104,52,11524,14,123,2,81,2570.0,8,381
18P056,226.63194066666668,445.46573076939256,-408.197,699.719,1107.9160000000002,524.2229739795919,-334.21269903846155,0.6533333333333333,203.14767841551026,108.62439781321501,0.5833333333333334,50.09800000000001,-4.50265941732686,3.6500001,1645,353,46,30,2220,1736,102,11,11185,22,131,3,104,2545.0,14,369
18P057,231.96746433333334,471.9548328979479,-532.287,702.85,1235.1370000000002,529.3645453658537,-409.7841315789474,0.6833333333333333,176.86115319893565,177.5141450919492,0.7466666666666667,141.88799999999998,-4.807962162401803,3.6500001,1645,293,50,29,2244,1724,152,21,11551,19,127,2,96,2551.0,6,393
18P058,217.60392576666666,448.80662555960186,-408.032,698.236,1106.268,532.126045183246,-333.53116422018354,0.6366666666666667,189.95715238971957,112.53102572580077,0.59,77.78399999999999,-4.558387621246904,3.6500001,1645,376,54,33,2393,1593,117,87,11595,29,150,4,93,2504.0,10,414
18P059,202.09672331,487.7623086317376,-532.452,697.989,1230.441,526.0314398989899,-426.7177265392157,0.66,186.07331275354795,178.1776273711847,0.72,155.40099999999998,-5.079402381023122,3.6500001,1645,527,42,31,2189,1675,134,52,11695,19,137,3,105,2639.0,14,374
18P060,209.11179599999994,465.2484358915706,-410.586,701.367,1111.953,536.9879712041884,-365.42352018348623,0.6366666666666667,199.1191040543808,79.01266201185004,0.64,131.0119,-4.657662727452532,3.6500001,1645,527,42,31,2189,1675,134,52,11695,19,137,3,105,2639.0,14,374
18P061,224.69012560000002,478.6816675323704,-532.452,718.588,1251.04,534.1903712437811,-403.68916101010103,0.67,178.9017205573744,196.01846325925194,0.7433333333333333,127.63400000000001,-4.963745304963388,3.6500001,1645,527,42,31,2189,1675,134,52,11695,19,137,3,105,2639.0,14,374
18P062,235.12871199999995,446.87491121007014,-409.515,703.756,1113.271,533.3610385786802,-335.2768058252427,0.6566666666666666,196.03436443283888,105.87047083021007,0.6566666666666666,93.8507,-4.5719218877098635,3.75,1629,330,53,31,2300,1669,164,72,11594,16,140,3,115,2674.0,6,382
18P063,243.33393423333334,472.03493155939185,-533.359,697.659,1231.018,538.7136396601943,-403.9875478723404,0.6866666666666666,174.2302906218417,180.72635977503094,0.7433333333333333,103.162,-4.865532676014177,3.75,1629,330,53,31,2300,1669,164,72,11594,16,140,3,115,2674.0,6,382
18P064,238.9407343333333,443.4876447881009,-410.257,714.633,1124.89,536.1094781725888,-329.4305524271845,0.6566666666666666,188.3602962134257,107.69645994275642,0.6566666666666666,112.8845,-4.579609143146035,3.75,1629,330,53,31,2300,1669,164,72,11594,16,140,3,115,2674.0,6,382
18P065,253.747298,467.546419027798,-536.325,700.049,1236.374,538.6024794258374,-400.4805362637362,0.6966666666666667,178.21312101735322,177.86316120638517,0.7466666666666667,99.37199999999999,-4.764686839098213,3.75,1629,330,53,31,2300,1669,164,72,11594,16,140,3,115,2674.0,6,382
18P066,221.5711278,445.5408224911304,-412.976,702.026,1115.002,530.3867538541666,-327.4344296296297,0.64,192.1290537904578,116.03011805158405,0.6,62.21000000000001,-4.49014796359515,3.55,1629,336,47,34,2246,1622,135,44,11449,21,131,3,105,2481.0,9,385
18P067,205.48135613333332,479.904363266713,-531.134,703.592,1234.726,514.8125872636816,-422.5547797979798,0.67,191.69992938331387,181.57534122846545,0.7333333333333333,137.93300000000002,-4.888529217391309,3.05,1629,336,47,34,2246,1622,135,44,11449,21,131,3,105,2481.0,9,385
18P068,230.95118799999997,444.46716911695734,-406.302,703.097,1109.399,519.7965070351759,-338.1598861386139,0.6633333333333333,208.38313018133272,107.44247757186918,0.5366666666666666,54.71100000000001,-4.550558848209424,3.55,1626,336,47,34,2246,1622,135,44,11449,21,131,3,105,2481.0,9,385
18P069,234.4553084,442.5324877470431,-407.043,705.816,1112.859,536.6354000515464,-318.59127443396216,0.6466666666666666,187.70980495149632,124.1510717749346,0.6066666666666667,63.77600000000001,-4.521721798344427,3.75,1625,279,49,30,2411,1701,71,65,11637,14,130,9,147,2487.0,10,372
18P070,231.54697566666664,444.71691069895877,-411.328,712.903,1124.231,529.5111826530613,-330.0009528846154,0.6533333333333333,198.16712668274363,111.48251350036742,0.6033333333333334,100.77300000000002,-4.531117417015741,3.75,1625,279,49,30,2411,1701,71,65,11637,14,130,9,147,2487.0,10,372
18P071,245.62592933333337,444.79615238938953,-410.916,716.116,1127.032,542.0621822335025,-321.3443796116504,0.6566666666666666,192.50752199801667,120.06872007355224,0.47333333333333333,63.69399999999996,-4.610613119167988,3.8499999,1621,376,54,33,2393,1593,117,87,11595,29,150,4,93,2504.0,10,414
18P072,223.36545333333333,446.42900794260373,-409.021,701.037,1110.058,527.0638882051283,-340.64592571428574,0.65,191.13622240619443,103.59565398755878,0.6566666666666666,85.6929,-4.442224960010669,3.1500001,1619,336,47,34,2246,1622,135,44,11449,21,131,3,105,2481.0,9,385
18P073,212.20023983333328,451.74406453251856,-407.126,704.745,1111.871,520.2479987113402,-351.58528113207547,0.6466666666666666,203.39458484052085,94.19288505109796,0.66,78.7723,-4.535520575239723,3.25,1617,353,46,30,2220,1736,102,11,11185,22,131,3,104,2545.0,14,369
18P074,229.47272566666672,466.00193627343873,-530.145,702.438,1232.583,512.8798444976077,-421.42933846153835,0.6966666666666667,182.35123240647002,172.32687996132864,0.75,184.406,-4.614674591117676,3.1500001,1614,330,53,31,2300,1669,164,72,11594,16,140,3,115,2674.0,6,382
18P075,223.47419134199998,444.96945418965686,-409.35,699.554,1108.904,525.580682051282,-337.58071997523814,0.65,193.7472890127467,101.40708609428933,0.62,70.4499,-4.520992585731709,3.45,1599,336,47,34,2246,1622,135,44,11449,21,131,3,105,2481.0,9,385
18P076,239.7688783333333,467.8272494815444,-532.864,696.588,1229.452,533.9341887804878,-395.0088968421053,0.6833333333333333,171.68335157577167,190.40892577975572,0.7466666666666667,134.47230000000002,-4.794158249069435,3.45,1599,376,54,33,2393,1593,117,87,11595,29,150,4,93,2504.0,10,414
18P077,199.34964766666664,453.8711621537036,-406.961,706.64,1113.601,522.821358201058,-351.4265081081081,0.63,191.97355577185982,105.18537229077758,0.6866666666666666,102.25500000000002,-4.521467434638164,2.75,1599,353,46,30,2220,1736,102,11,11185,22,131,3,104,2545.0,14,369
18P078,231.89629469333332,475.02894691348575,-531.299,714.551,1245.85,532.8270166666666,-407.58148950000003,0.68,175.15162852434815,192.24138780195943,0.7466666666666667,225.85160000000002,-4.906115022280691,3.45,1599,463,59,31,2256,1665,109,62,11553,27,127,3,87,2543.0,10,399
18P079,220.24424826666674,452.04709086665986,-409.68,714.551,1124.231,536.7806722916667,-342.4871722222223,0.64,183.36998006245886,107.64421781030809,0.66,73.9103,-4.630061043727156,3.25,1592,296,55,33,2275,1682,116,26,11510,15,130,9,111,2549.0,8,366
18P081,206.64124766666666,473.17952928619917,-530.804,712.326,1243.13,518.164387437186,-407.1518693069307,0.6633333333333333,176.37867433735926,185.00986579892853,0.7333333333333333,139.004,-4.856033255902842,3.25,1592,330,53,31,2300,1669,164,72,11594,16,140,3,115,2674.0,6,382
18P082,227.56498833333336,446.9623009302554,-411.081,699.554,1110.635,539.1852442708333,-326.4265777777778,0.64,184.56769489151392,115.84135373831523,0.03666666666666667,125.904,-4.539903267791864,3.25,1592,330,53,31,2300,1669,164,72,11594,16,140,3,115,2674.0,6,382
18P083,233.37372216666665,476.47414159699485,-533.935,711.831,1245.766,534.9621232843137,-407.5016302083333,0.68,181.08772385824406,184.68042914560453,0.7466666666666667,100.02999999999997,-4.987398121590235,3.6500001,1579,354,52,31,2262,1637,117,105,11529,23,138,3,103,2494.0,10,402
18P084,254.8813586666667,440.613232977144,-410.669,700.049,1110.7179999999998,533.1122300492611,-327.39561958762886,0.6766666666666666,202.61004377468907,109.60959889101262,0.65,73.66329999999999,-4.43756305434505,3.9500003,1562,296,55,33,2275,1682,116,26,11510,15,130,9,111,2549.0,8,366
18P085,272.174108,457.4951381882137,-530.063,716.281,1246.344,537.6968121495328,-388.5451790697674,0.7133333333333334,182.48395062107252,183.34998857648634,0.7733333333333333,90.80200000000002,-4.61266977375304,3.9500003,1562,296,55,33,2275,1682,116,26,11510,15,130,9,111,2549.0,8,366
18P087,211.15332100000003,456.4650180397497,-408.609,708.206,1116.815,530.9017664921466,-349.13982660550454,0.6366666666666667,198.2781920966091,100.1928107809911,0.64,50.180099999999996,-4.475692391671018,3.3399999,1567,351,41,0,643,345,256,23,3635,14,134,326,128,80.0,77,8
18P088,234.56712300000004,448.59642869753225,-411.163,696.753,1107.9160000000002,540.7684974358974,-334.0925723809523,0.65,188.3105174678171,100.65500917855935,0.65,93.0267,-4.547348415493505,4.2399998,1521,308,49,0,657,205,151,70,2666,10,115,183,118,106.0,84,9
18P089,165.98800366666669,457.1411530855911,-410.669,705.899,1116.568,515.4389905555555,-358.18847666666665,0.6,188.10851671065407,100.35039016637565,0.5966666666666667,64.0228,-4.636845819420215,3.6400001,1527,563,21,1,13,266,254,46,912,12,137,0,82,43.0,65,424
18P091,224.6011313333333,438.5466554614623,-404.407,719.165,1123.572,504.16555812807877,-360.4666896907216,0.6766666666666666,195.59813002763647,85.82562133959655,0.6766666666666666,75.1465,-4.303633121790244,2.04,1526,347,40,0,769,334,349,23,3510,27,266,3,77,131.0,110,7
