,time,Pinceur Inf Mesure de courant,Pinceur Sup Mesure de courant,Mandrin - Vitesse Actuelle,Pinceur Sup Mesure vitesse lineaire,Pinceur Inf Mesure vitesse lineaire,Mandrin - Mesure Expansion,Pinceur Nord Position entrefer estimee,Pinceur Sud Position entrefer estimee,Pinceur Nord Force entrefer calibree,Pinceur Sud Force entrefer calibree,Guides Nord Entree Position mesuree,Guides Nord Sortie Position mesuree,Guides Nord Entree Force pour regulateur PI,Guides Nord Sortie Force pour regulateur PI,Guides Sud Entree Force pour regulateur PI,Guides Sud Sortie Force pour regulateur PI,Mandrin - Vitesse Actuelle F10,_Excentrage largeur bande jauge bob,_Excentrage largeur bande jauge bob.1,TDB pinceur,Fenetre,Declancheur
127200,31.05.2024 17:04:44.800000,183.334,106.457,10.1195,10.161,9.98,30.7312,3.5752,3.37374,19.1769,25.9549,910.85,911.63,4.59832,6.59725,-0.413405,0.119907,8.8148,89.3084,89.3084,1.0,1.0,1
127201,31.05.2024 17:04:44.810000,228.982,111.978,10.1323,10.164,9.858,30.7701,3.29871,3.44974,8.34796,26.248,909.44,910.2,3.32798,4.54584,-0.439342,0.116447,8.816,87.8617,87.8617,1.0,1.0,1
127202,31.05.2024 17:04:44.820000,293.17,130.6,10.1323,10.11,9.78,30.7701,3.28449,3.45398,-1.7418,26.2987,908.29,909.035,2.40607,2.89688,-0.352759,0.132205,8.81764,87.8617,87.8617,1.0,1.0,1
127203,31.05.2024 17:04:44.830000,293.17,130.6,10.135,10.11,9.78,30.8275,3.31653,3.45628,-1.7418,26.2987,908.29,909.035,2.40607,2.89688,-0.352759,0.132205,8.81921,87.8617,87.8617,1.0,1.0,1
127204,31.05.2024 17:04:44.840000,293.17,130.6,10.135,10.11,9.78,30.8275,3.31653,3.45628,-1.7418,26.2987,908.29,909.035,2.40607,2.89688,-0.352759,0.132205,8.81921,87.8617,87.8617,1.0,1.0,1
127205,31.05.2024 17:04:44.850000,348.047,171.963,10.135,10.058,9.691,30.7466,3.39243,3.43911,3.72619,29.3793,907.365,908.085,2.26426,1.93476,-0.304976,0.117267,8.81921,87.8617,87.8617,1.0,1.0,1
127206,31.05.2024 17:04:44.860000,348.047,171.963,10.135,10.058,9.691,30.7466,3.39243,3.43911,3.72619,29.3793,907.365,908.085,2.26426,1.93476,-0.304976,0.117267,8.81921,87.8617,87.8617,1.0,1.0,1
127207,31.05.2024 17:04:44.870000,408.032,219.589,10.1223,9.998,9.572,30.7605,3.73205,3.3276,11.3896,24.9729,906.42,907.275,3.05336,2.46426,-0.252681,0.0899386,8.82183,82.6823,82.6823,1.0,1.0,1
127208,31.05.2024 17:04:44.880000,537.643,330.249,10.1298,9.839,9.35,30.7616,3.87958,3.2999,22.029,19.6331,905.365,906.3,3.74312,4.4306,-0.211379,0.0311255,8.8235,79.1088,79.1088,1.0,1.0,1
127209,31.05.2024 17:04:44.890000,537.643,330.249,10.1339,9.839,9.35,30.7098,3.89214,3.29888,29.9292,19.7094,904.41,905.145,3.71357,5.84464,-0.204421,0.08567,8.8235,79.1088,79.1088,1.0,1.0,1
127210,31.05.2024 17:04:44.900000,537.643,330.249,10.1339,9.839,9.35,30.7098,3.89214,3.29888,29.9292,19.7094,904.41,905.145,3.71357,5.84464,-0.204421,0.08567,8.8235,79.1088,79.1088,1.0,1.0,1
127211,31.05.2024 17:04:44.910000,611.883,405.89,10.1339,9.74,9.285,30.7098,3.85333,3.29935,29.2644,23.5514,903.365,903.905,4.43558,6.73553,-0.203616,0.100189,8.82476,71.3469,71.3469,1.0,1.0,1
127212,31.05.2024 17:04:44.920000,611.883,405.89,10.1339,9.74,9.285,30.7098,3.85333,3.29935,29.2644,23.5514,903.365,903.905,4.43558,6.73553,-0.203616,0.100189,8.82476,71.3469,71.3469,1.0,1.0,1
127213,31.05.2024 17:04:44.930000,682.498,465.546,10.1336,9.706,9.179,30.7735,3.69726,3.30333,23.9927,17.6341,902.185,902.67,5.56177,7.28559,-0.207412,0.0460601,8.82619,71.2963,71.2963,1.0,1.0,1
127214,31.05.2024 17:04:44.940000,712.491,514.407,10.1306,9.657,9.175,30.7635,3.46733,3.30123,14.452,18.7578,900.92,901.395,6.0872,7.98297,-0.295081,0.0480609,8.82846,68.3449,68.3449,1.0,1.0,1
127215,31.05.2024 17:04:44.950000,713.232,541.186,10.1306,9.611,9.171,30.7635,3.44337,3.29858,10.9997,22.4673,899.705,900.12,6.45044,8.6784,-0.281402,0.0592742,8.82846,66.1603,66.1603,1.0,1.0,1
127216,31.05.2024 17:04:44.960000,715.704,594.086,10.1306,9.6,9.133,30.8815,3.44096,3.29289,10.9997,22.4673,899.705,900.12,6.45044,8.6784,-0.281402,0.0592742,8.82987,66.1603,66.1603,1.0,1.0,1
127217,31.05.2024 17:04:44.970000,715.704,594.086,10.1438,9.6,9.133,30.8764,3.53461,3.25959,12.1854,20.732,898.46,898.855,7.52864,9.81698,-0.289149,0.0778155,8.82987,64.1059,64.1059,1.0,1.0,1
127218,31.05.2024 17:04:44.980000,715.704,594.086,10.1438,9.6,9.133,30.8764,3.53461,3.25959,12.1854,20.732,898.46,898.855,7.52864,9.81698,-0.289149,0.0778155,8.82987,64.1059,64.1059,1.0,1.0,1
127219,31.05.2024 17:04:44.990000,707.3,609.329,10.1438,9.563,9.102,30.8764,3.59235,3.25228,15.8821,15.4819,897.05,897.535,8.87548,11.2712,-0.319579,0.160581,8.83239,61.9792,61.9792,1.0,1.0,1
127220,31.05.2024 17:04:45.000000,713.232,664.865,10.1432,9.516,9.07,30.7863,3.70994,3.25048,21.0036,16.8557,895.585,896.065,9.67429,12.7915,-0.27809,0.148435,8.83313,61.9792,61.9792,1.0,1.0,1
