,time,Pinceur Inf Mesure de courant,Pinceur Sup Mesure de courant,Mandrin - Vitesse Actuelle,Pinceur Sup Mesure vitesse lineaire,Pinceur Inf Mesure vitesse lineaire,Mandrin - Mesure Expansion,Pinceur Nord Position entrefer estimee,Pinceur Sud Position entrefer estimee,Pinceur Nord Force entrefer calibree,Pinceur Sud Force entrefer calibree,Guides Nord Entree Position mesuree,Guides Nord Sortie Position mesuree,Guides Nord Entree Force pour regulateur PI,Guides Nord Sortie Force pour regulateur PI,Guides Sud Entree Force pour regulateur PI,Guides Sud Sortie Force pour regulateur PI,Mandrin - Vitesse Actuelle F10,_Excentrage largeur bande jauge bob,_Excentrage largeur bande jauge bob.1,TDB pinceur,Fenetre,Declancheur
53400,30.05.2024 22:31:36.510000,-36.9141,262.683,11.079,12.435,12.235,30.2671,2.43198,1.82946,32.7589,13.2007,674.68,675.445,4.70438,7.31719,1.03875,-0.177895,10.4476,-19.1985,-19.1985,1.0,1.0,1
53401,30.05.2024 22:31:36.520000,-36.9141,262.683,11.0671,12.435,12.235,30.2599,2.42736,1.81004,35.9005,7.18653,672.99,673.78,4.41516,5.86328,1.48486,-0.13337,10.4476,-19.1985,-19.1985,1.0,1.0,1
53402,30.05.2024 22:31:36.530000,36.2549,306.601,11.0671,12.378,12.183,30.2599,2.27956,1.83889,35.9005,7.18653,672.99,673.78,4.41516,5.86328,1.48486,-0.13337,10.4477,-18.3377,-18.3377,1.0,1.0,1
53403,30.05.2024 22:31:36.540000,36.2549,306.601,11.0671,12.378,12.183,30.2599,2.27956,1.83889,35.9005,7.18653,672.99,673.78,4.41516,5.86328,1.48486,-0.13337,10.4477,-18.3377,-18.3377,1.0,1.0,1
53404,30.05.2024 22:31:36.550000,60.3973,315.005,11.066,12.366,12.138,30.3681,2.17229,1.86261,34.3092,15.6952,671.545,672.245,3.59749,3.79736,1.7482,-0.0658824,10.4473,-18.3377,-18.3377,1.0,1.0,1
53405,30.05.2024 22:31:36.560000,60.3973,315.005,11.066,12.366,12.138,30.3681,2.17229,1.86261,34.3092,15.6952,671.545,672.245,3.59749,3.79736,1.7482,-0.0658824,10.4473,-18.3377,-18.3377,1.0,1.0,1
53406,30.05.2024 22:31:36.570000,102.173,331.567,11.069,12.375,12.076,30.3423,2.01071,1.88317,30.407,23.3775,670.285,671.005,2.59949,1.99147,2.05875,-0.0271747,10.4478,-10.5324,-10.5324,1.0,1.0,1
53407,30.05.2024 22:31:36.580000,171.881,449.56,11.0779,12.111,11.828,30.3117,1.90806,1.88256,15.6492,12.8619,668.07,668.825,1.75304,1.61838,1.61539,-0.126223,10.4478,-10.5035,-10.5035,1.0,1.0,1
53408,30.05.2024 22:31:36.590000,171.881,449.56,11.0759,12.111,11.828,30.2602,1.96305,1.86969,15.6492,12.8619,668.07,668.825,1.75304,1.61838,1.61539,-0.126223,10.4485,-3.46499,-3.46499,1.0,1.0,1
53409,30.05.2024 22:31:36.600000,171.881,449.56,11.0735,12.111,11.828,30.2605,2.04813,1.83904,16.7034,19.5696,666.99,667.66,2.21968,2.6209,2.44007,-0.0431945,10.4485,-3.46499,-3.46499,1.0,1.0,1
53410,30.05.2024 22:31:36.610000,259.882,484.579,11.0735,12.16,11.63,30.2605,2.25301,1.7583,16.7034,19.5696,666.99,667.66,2.21968,2.6209,2.44007,-0.0431945,10.4479,2.68374,2.68374,1.0,1.0,1
53411,30.05.2024 22:31:36.620000,259.882,484.579,11.0735,12.16,11.63,30.2605,2.25301,1.7583,16.7034,19.5696,666.99,667.66,2.21968,2.6209,2.44007,-0.0431945,10.4479,2.68374,2.68374,1.0,1.0,1
53412,30.05.2024 22:31:36.630000,381.665,508.475,11.0712,12.066,11.476,30.2894,2.32075,1.72409,28.9693,15.2253,665.835,666.425,3.34023,3.94629,2.8136,0.162364,10.4487,4.94792,4.94792,1.0,1.0,1
53413,30.05.2024 22:31:36.640000,381.665,508.475,11.0712,12.066,11.476,30.2894,2.32075,1.72409,28.9693,15.2253,665.835,666.425,3.34023,3.94629,2.8136,0.162364,10.4487,4.94792,4.94792,1.0,1.0,1
53414,30.05.2024 22:31:36.650000,455.493,539.621,11.0749,12.043,11.311,30.3687,2.29682,1.71475,33.4231,-0.484959,664.585,665.045,4.593,5.14349,1.19959,0.259198,10.4486,8.47077,8.47077,1.0,1.0,1
53415,30.05.2024 22:31:36.660000,455.493,539.621,11.0749,12.043,11.311,30.3687,2.29682,1.71475,33.4231,-0.484959,664.585,665.045,4.593,5.14349,1.19959,0.259198,10.4486,8.47077,8.47077,1.0,1.0,1
