,time,Pinceur Inf Mesure de courant,Pinceur Sup Mesure de courant,Mandrin - Vitesse Actuelle,Pinceur Sup Mesure vitesse lineaire,Pinceur Inf Mesure vitesse lineaire,Mandrin - Mesure Expansion,Pinceur Nord Position entrefer estimee,Pinceur Sud Position entrefer estimee,Pinceur Nord Force entrefer calibree,Pinceur Sud Force entrefer calibree,Guides Nord Entree Position mesuree,Guides Nord Sortie Position mesuree,Guides Nord Entree Force pour regulateur PI,Guides Nord Sortie Force pour regulateur PI,Guides Sud Entree Force pour regulateur PI,Guides Sud Sortie Force pour regulateur PI,Mandrin - Vitesse Actuelle F10,_Excentrage largeur bande jauge bob,_Excentrage largeur bande jauge bob.1,TDB pinceur,Fenetre,Declancheur
39300,30.05.2024 19:01:25.300000,266.968,80.2551,6.92166,7.06,6.595,40.2055,5.32667,4.02934,44.328,29.5629,773.365,774.15,5.18095,8.1039,-0.289433,-0.296497,6.02732,13.397,13.397,1.0,1.0,1
39301,30.05.2024 19:01:25.310000,266.968,80.2551,6.92488,7.06,6.595,40.1975,5.44956,3.96278,61.2957,26.5805,771.6,772.405,5.06173,7.85329,-0.266129,-0.265857,6.02732,13.397,13.397,1.0,1.0,1
39302,30.05.2024 19:01:25.320000,379.935,113.049,6.92488,6.873,6.368,40.1975,5.36525,3.93628,61.2957,26.5805,771.6,772.405,5.06173,7.85329,-0.266129,-0.265857,6.02779,13.2668,13.2668,1.0,1.0,1
39303,30.05.2024 19:01:25.330000,379.935,113.049,6.92488,6.873,6.368,40.1975,5.36525,3.93628,61.2957,26.5805,771.6,772.405,5.06173,7.85329,-0.266129,-0.265857,6.02779,13.2668,13.2668,1.0,1.0,1
39304,30.05.2024 19:01:25.340000,379.935,113.049,6.92723,6.873,6.368,40.1851,5.20405,3.93068,67.5687,18.714,769.94,770.72,4.51729,6.83224,-0.266888,-0.305202,6.02843,13.3029,13.3029,1.0,1.0,1
39305,30.05.2024 19:01:25.350000,537.89,230.878,6.92945,6.802,6.132,40.177,4.64225,3.93859,56.0725,26.6016,768.43,769.205,3.57684,5.03688,-0.356987,-0.351602,6.02975,13.737,13.737,1.0,1.0,1
39306,30.05.2024 19:01:25.360000,537.89,230.878,6.92945,6.802,6.132,40.177,4.64225,3.93859,56.0725,26.6016,768.43,769.205,3.57684,5.03688,-0.356987,-0.351602,6.02975,13.737,13.737,1.0,1.0,1
39307,30.05.2024 19:01:25.370000,537.89,230.878,6.93037,6.802,6.132,40.0971,4.13231,4.0517,31.7008,24.1651,767.09,767.875,2.73055,3.85215,-0.422993,-0.291705,6.0315,13.7514,13.7514,1.0,1.0,1
39308,30.05.2024 19:01:25.380000,537.89,230.878,6.93037,6.802,6.132,40.0971,4.13231,4.0517,31.7008,24.1651,767.09,767.875,2.73055,3.85215,-0.422993,-0.291705,6.0315,13.7514,13.7514,1.0,1.0,1
39309,30.05.2024 19:01:25.390000,675.082,315.747,6.92972,6.603,6.017,40.088,3.8448,4.12517,10.4838,28.3477,765.795,766.63,2.44226,3.99212,-0.397552,-0.307943,6.03312,14.1421,14.1421,1.0,1.0,1
