,time,Pinceur Inf Mesure de courant,Pinceur Sup Mesure de courant,Mandrin - Vitesse Actuelle,Pinceur Sup Mesure vitesse lineaire,Pinceur Inf Mesure vitesse lineaire,Mandrin - Mesure Expansion,Pinceur Nord Position entrefer estimee,Pinceur Sud Position entrefer estimee,Pinceur Nord Force entrefer calibree,Pinceur Sud Force entrefer calibree,Guides Nord Entree Position mesuree,Guides Nord Sortie Position mesuree,Guides Nord Entree Force pour regulateur PI,Guides Nord Sortie Force pour regulateur PI,Guides Sud Entree Force pour regulateur PI,Guides Sud Sortie Force pour regulateur PI,Mandrin - Vitesse Actuelle F10,_Excentrage largeur bande jauge bob,_Excentrage largeur bande jauge bob.1,TDB pinceur,Fenetre,Declancheur
100500,31.05.2024 11:08:33.580000,29.8279,85.2813,10.9327,12.125,12.111,30.5796,2.7409,2.33387,27.2384,12.5213,619.555,620.43,4.34421,7.05778,0.556987,0.0406653,10.314,73.886,73.886,1.0,1.0,1
100501,31.05.2024 11:08:33.590000,85.1166,81.6559,10.9265,12.13,12.061,30.6047,2.79644,2.36268,35.0719,18.5429,617.825,618.655,4.43915,7.03093,0.536579,0.0175101,10.3152,73.886,73.886,1.0,1.0,1
100502,31.05.2024 11:08:33.600000,85.1166,99.1241,10.9265,12.106,12.061,30.6047,2.77003,2.37364,35.0719,18.5429,617.825,618.655,4.43915,7.03093,0.536579,0.0175101,10.316,72.1861,72.1861,1.0,1.0,1
100503,31.05.2024 11:08:33.610000,95.9106,99.1241,10.9283,12.106,11.997,30.6272,2.58194,2.5082,35.8872,20.2404,616.135,616.915,4.57939,6.96834,0.519996,-0.0475687,10.316,70.9491,70.9491,1.0,1.0,1
100504,31.05.2024 11:08:33.620000,95.9106,99.1241,10.9283,12.106,11.997,30.6272,2.58194,2.5082,35.8872,20.2404,616.135,616.915,4.57939,6.96834,0.519996,-0.0475687,10.316,70.9491,70.9491,1.0,1.0,1
100505,31.05.2024 11:08:33.630000,102.42,119.064,10.9283,11.965,11.939,30.4884,2.45995,2.53948,26.997,31.3005,614.415,615.18,4.84127,7.01886,0.589885,-0.0266412,10.3174,70.9491,70.9491,1.0,1.0,1
100506,31.05.2024 11:08:33.640000,102.42,119.064,10.9283,11.965,11.939,30.4884,2.45995,2.53948,26.997,31.3005,614.415,615.18,4.84127,7.01886,0.589885,-0.0266412,10.3174,70.9491,70.9491,1.0,1.0,1
100507,31.05.2024 11:08:33.650000,148.315,129.282,10.9304,11.887,11.743,30.4472,2.28332,2.53955,18.961,35.2022,612.75,613.51,4.69138,6.2093,0.553653,-0.0186342,10.318,69.77,69.77,1.0,1.0,1
100508,31.05.2024 11:08:33.660000,207.394,193.634,10.9227,11.86,11.683,30.49,2.24343,2.52275,15.1851,32.8555,611.185,611.97,4.40635,5.4146,0.483352,0.0114256,10.3193,66.8909,66.8909,1.0,1.0,1
100509,31.05.2024 11:08:33.670000,207.394,193.634,10.9227,11.86,11.683,30.49,2.24343,2.52275,15.1851,32.8555,611.185,611.97,4.40635,5.4146,0.483352,0.0114256,10.3193,66.8909,66.8909,1.0,1.0,1
100510,31.05.2024 11:08:33.680000,246.286,219.589,10.929,11.846,11.657,30.5367,2.28442,2.48136,14.2106,30.6823,609.645,610.46,4.13966,5.35764,0.454383,0.0252081,10.3201,63.1438,63.1438,1.0,1.0,1
100511,31.05.2024 11:08:33.690000,246.286,219.589,10.929,11.846,11.657,30.5367,2.28442,2.48136,14.2106,30.6823,609.645,610.46,4.13966,5.35764,0.454383,0.0252081,10.3201,63.1438,63.1438,1.0,1.0,1
100512,31.05.2024 11:08:33.700000,298.444,266.144,10.9373,11.722,11.538,30.5297,2.47714,2.36487,22.0227,26.3231,608.16,608.935,3.90049,5.28879,0.387691,-0.0600122,10.321,59.4473,59.4473,1.0,1.0,1
100513,31.05.2024 11:08:33.710000,298.444,266.144,10.9373,11.722,11.538,30.5297,2.47714,2.36487,22.0227,26.3231,608.16,608.935,3.90049,5.28879,0.387691,-0.0600122,10.321,59.4473,59.4473,1.0,1.0,1
100514,31.05.2024 11:08:33.720000,360.489,320.361,10.9402,11.628,11.423,30.5328,2.55831,2.30061,25.0721,17.0998,606.72,607.53,3.71355,5.36384,0.471759,-0.0643457,10.323,59.4401,59.4401,1.0,1.0,1
100515,31.05.2024 11:08:33.730000,487.875,437.201,10.9281,11.528,11.231,30.5155,2.47003,2.31395,30.0378,12.1087,605.27,606.09,4.18394,6.46254,0.432754,0.0153013,10.3239,55.0781,55.0781,1.0,1.0,1
100516,31.05.2024 11:08:33.740000,487.875,437.201,10.921,11.528,11.231,30.5353,2.41363,2.32898,29.3603,17.063,603.725,604.655,4.92455,7.84932,0.424587,-0.0362276,10.3239,51.577,51.577,1.0,1.0,1
100517,31.05.2024 11:08:33.750000,533.688,473.126,10.9382,11.458,11.174,30.5513,2.34587,2.35331,22.8532,20.5758,602.145,603.04,5.36624,9.29453,0.41769,-0.0813974,10.3252,51.577,51.577,1.0,1.0,1
100518,31.05.2024 11:08:33.760000,487.875,437.201,10.921,11.528,11.231,30.5353,2.41363,2.32898,22.8532,20.5758,602.145,603.04,5.36624,9.29453,0.41769,-0.0813974,10.3239,52.4957,52.4957,1.0,1.0,1
100519,31.05.2024 11:08:33.770000,548.932,523.224,10.9396,11.395,11.104,30.5686,2.21977,2.4014,18.3287,21.7728,600.475,601.28,5.67169,10.0298,0.364669,-0.104942,10.3239,54.7815,54.7815,1.0,1.0,1
100520,31.05.2024 11:08:33.780000,546.872,588.318,10.9396,11.327,11.06,30.567,2.21353,2.41084,14.814,22.45,598.83,599.58,5.33226,9.32504,0.397255,-0.0687097,10.3267,54.7815,54.7815,1.0,1.0,1
100521,31.05.2024 11:08:33.790000,546.872,588.318,10.9434,11.327,11.06,30.567,2.22854,2.41159,14.814,22.45,598.83,599.58,5.33226,9.32504,0.397255,-0.0687097,10.3267,57.4508,57.4508,1.0,1.0,1
100522,31.05.2024 11:08:33.800000,546.872,588.318,10.9434,11.327,11.06,30.567,2.22854,2.41159,14.814,22.45,598.83,599.58,5.33226,9.32504,0.397255,-0.0687097,10.3267,57.4508,57.4508,1.0,1.0,1
100523,31.05.2024 11:08:33.810000,546.707,593.838,10.9413,11.289,10.988,30.5683,2.25048,2.40817,15.6126,22.2961,597.16,597.895,4.93674,8.61105,0.401088,-0.100582,10.3278,57.4653,57.4653,1.0,1.0,1
100524,31.05.2024 11:08:33.820000,546.707,593.838,10.9413,11.289,10.988,30.5683,2.25048,2.40817,15.6126,22.2961,597.16,597.895,4.93674,8.61105,0.401088,-0.100582,10.3278,57.4653,57.4653,1.0,1.0,1
100525,31.05.2024 11:08:33.830000,537.231,594.58,10.9324,11.239,10.922,30.5563,2.38042,2.37489,18.7476,22.9051,595.5,596.335,4.40497,8.35591,0.401115,-0.074283,10.3289,57.4653,57.4653,1.0,1.0,1
100526,31.05.2024 11:08:33.840000,533.276,589.801,10.935,11.108,10.868,30.5525,2.43675,2.36251,23.6041,21.5079,593.88,594.74,3.94437,8.18952,0.442764,-0.0897745,10.3306,57.1181,57.1181,1.0,1.0,1
100527,31.05.2024 11:08:33.850000,532.37,589.801,10.9366,11.108,10.837,30.5689,2.42717,2.36491,26.2433,19.9661,592.305,593.175,3.96954,8.68407,0.402057,-0.114482,10.3306,53.6675,53.6675,1.0,1.0,1
100528,31.05.2024 11:08:33.860000,536.078,588.812,10.9366,11.112,10.844,30.5594,2.39913,2.36878,25.34,19.8523,590.725,591.575,4.52758,9.10142,0.383609,-0.167796,10.3307,53.6675,53.6675,1.0,1.0,1
100529,31.05.2024 11:08:33.870000,536.078,588.812,10.9408,11.112,10.844,30.5594,2.36037,2.37397,25.34,19.8523,590.725,591.575,4.52758,9.10142,0.383609,-0.167796,10.3307,53.6675,53.6675,1.0,1.0,1
100530,31.05.2024 11:08:33.880000,536.078,588.812,10.9408,11.112,10.844,30.5594,2.36037,2.37397,25.34,19.8523,590.725,591.575,4.52758,9.10142,0.383609,-0.167796,10.3307,53.6675,53.6675,1.0,1.0,1
100531,31.05.2024 11:08:33.890000,535.171,581.561,10.9445,11.078,10.817,30.5459,2.31722,2.37893,22.1941,20.917,589.08,589.935,5.11516,9.55299,0.359752,-0.148898,10.332,51.765,51.765,1.0,1.0,1
100532,31.05.2024 11:08:33.900000,527.179,571.673,10.9285,11.018,10.79,30.5598,2.21752,2.37699,17.9965,22.7253,587.41,588.26,5.60934,10.1275,0.337566,-0.172954,10.3327,49.7251,49.7251,1.0,1.0,1
100533,31.05.2024 11:08:33.910000,527.179,571.673,10.9285,11.018,10.79,30.5598,2.21752,2.37699,17.9965,22.7253,587.41,588.26,5.60934,10.1275,0.337566,-0.172954,10.3327,49.7251,49.7251,1.0,1.0,1
100534,31.05.2024 11:08:33.920000,534.595,579.089,10.9471,10.998,10.749,30.5044,2.21098,2.3714,15.7742,23.8182,585.7,586.69,5.80975,10.2614,0.369701,-0.155456,10.3334,49.7251,49.7251,1.0,1.0,1
100535,31.05.2024 11:08:33.930000,526.355,579.172,10.9576,10.956,10.709,30.513,2.28901,2.36506,17.1605,21.3902,584.01,585.12,5.80235,11.0008,0.323124,-0.200111,10.3338,47.5767,47.5767,1.0,1.0,1
100536,31.05.2024 11:08:33.940000,534.595,579.089,10.9471,10.998,10.749,30.5044,2.21098,2.3714,15.7742,23.8182,585.7,586.69,5.80975,10.2614,0.369701,-0.155456,10.3334,47.5767,47.5767,1.0,1.0,1
100537,31.05.2024 11:08:33.950000,529.815,587.247,10.9634,10.91,10.704,30.6028,2.37402,2.34708,15.7742,23.8182,585.7,586.69,5.80975,10.2614,0.369701,-0.155456,10.3334,42.9615,42.9615,1.0,1.0,1
100538,31.05.2024 11:08:33.960000,515.478,589.306,10.9712,10.819,10.683,30.6095,2.40515,2.34712,24.0911,21.2462,580.665,581.91,5.65471,12.6318,0.40028,-0.309547,10.3347,39.1782,39.1782,1.0,1.0,1
100539,31.05.2024 11:08:33.970000,485.815,551.156,10.9712,10.741,10.64,30.6095,2.42359,2.34475,24.0911,21.2462,580.665,581.91,5.65471,12.6318,0.40028,-0.309547,10.3352,39.1782,39.1782,1.0,1.0,1
100540,31.05.2024 11:08:33.980000,485.815,551.156,10.9717,10.741,10.64,30.5806,2.40547,2.34561,25.6678,20.1199,579.005,580.205,5.57319,13.1731,0.486126,-0.253955,10.3352,39.1782,39.1782,1.0,1.0,1
100541,31.05.2024 11:08:33.990000,473.538,541.846,10.9792,10.763,10.642,30.6097,2.37021,2.34888,25.8088,20.9161,577.29,578.445,5.58543,13.1693,0.510982,-0.254299,10.3351,39.1782,39.1782,1.0,1.0,1
100542,31.05.2024 11:08:34.000000,473.538,507.156,10.9792,10.771,10.642,30.6097,2.32968,2.34887,25.8088,20.9161,577.29,578.445,5.58543,13.1693,0.510982,-0.254299,10.3357,33.4708,33.4708,1.0,1.0,1
100543,31.05.2024 11:08:34.010000,454.01,507.156,10.99,10.771,10.661,30.5771,2.23427,2.34342,20.4137,19.9529,575.55,576.775,5.36529,12.7815,0.637478,-0.261043,10.3357,33.3984,33.3984,1.0,1.0,1
100544,31.05.2024 11:08:34.020000,429.785,500.976,10.99,10.684,10.596,30.6167,2.19721,2.34166,17.256,18.8554,573.855,575.22,4.91607,12.592,0.587864,-0.260955,10.3365,33.3984,33.3984,1.0,1.0,1
100545,31.05.2024 11:08:34.030000,429.785,500.976,10.9917,10.684,10.596,30.6167,2.17833,2.33689,17.256,18.8554,573.855,575.22,4.91607,12.592,0.587864,-0.260955,10.3365,27.2063,27.2063,1.0,1.0,1
100546,31.05.2024 11:08:34.040000,415.613,466.617,10.9981,10.673,10.55,30.6205,2.17154,2.32905,15.9835,20.2658,572.145,573.645,4.63138,12.9652,0.579544,-0.249809,10.3371,27.2063,27.2063,1.0,1.0,1
100547,31.05.2024 11:08:34.050000,394.354,444.369,10.9981,10.665,10.526,30.6205,2.19329,2.31706,15.9835,20.2658,572.145,573.645,4.63138,12.9652,0.579544,-0.249809,10.3381,27.2063,27.2063,1.0,1.0,1
100548,31.05.2024 11:08:34.060000,394.354,444.369,10.9836,10.665,10.526,30.6201,2.21784,2.30566,16.829,19.6297,570.475,572.045,4.34597,13.7397,0.551723,-0.230136,10.3381,17.3322,17.3322,1.0,1.0,1
100549,31.05.2024 11:08:34.070000,371.118,421.216,10.9829,10.604,10.51,30.6175,2.23861,2.29025,17.3407,18.8549,568.775,570.405,4.21781,14.3252,0.666259,-0.248466,10.3392,17.3322,17.3322,1.0,1.0,1
100550,31.05.2024 11:08:34.080000,371.118,412.234,10.9829,10.498,10.51,30.6175,2.24649,2.28287,17.3407,18.8549,568.775,570.405,4.21781,14.3252,0.666259,-0.248466,10.3398,13.2812,13.2812,1.0,1.0,1
100551,31.05.2024 11:08:34.090000,352.496,412.234,11.0018,10.498,10.503,30.5933,2.25189,2.27367,18.9258,14.9605,567.12,568.805,4.03444,14.7923,0.781784,-0.256324,10.3398,10.2937,10.2937,1.0,1.0,1
100552,31.05.2024 11:08:34.100000,329.837,383.066,11.0018,10.563,10.488,30.5781,2.23964,2.26786,19.4894,16.8095,565.425,567.185,4.0774,15.3659,1.15435,-0.213271,10.341,10.2937,10.2937,1.0,1.0,1
100553,31.05.2024 11:08:34.110000,329.837,383.066,11.001,10.563,10.488,30.5781,2.22167,2.26675,19.4894,16.8095,565.425,567.185,4.0774,15.3659,1.15435,-0.213271,10.341,10.1779,10.1779,1.0,1.0,1
100554,31.05.2024 11:08:34.120000,322.339,359.747,11.0134,10.541,10.43,30.61,2.20371,2.2679,18.6701,14.6708,563.75,565.605,4.07242,16.0338,1.63619,-0.230037,10.3413,9.06394,9.06394,1.0,1.0,1
100555,31.05.2024 11:08:34.130000,322.339,359.747,11.0134,10.541,10.43,30.61,2.20371,2.2679,18.6701,14.6708,563.75,565.605,4.07242,16.0338,1.63619,-0.230037,10.3413,9.06394,9.06394,1.0,1.0,1
100556,31.05.2024 11:08:34.140000,293.5,352.249,11.0134,10.563,10.442,30.61,2.16949,2.25546,16.0728,13.7565,562.07,563.98,4.08484,16.8329,2.11028,-0.139892,10.3412,8.9265,8.9265,1.0,1.0,1
100557,31.05.2024 11:08:34.150000,297.867,321.185,11.0106,10.531,10.447,30.5607,2.13255,2.24747,14.7848,14.2668,560.385,562.375,4.13398,17.4073,2.35295,-0.16896,10.3413,8.9265,8.9265,1.0,1.0,1
100558,31.05.2024 11:08:34.160000,297.867,301.245,11.0106,10.494,10.447,30.5607,2.12753,2.23195,14.7848,14.2668,560.385,562.375,4.13398,17.4073,2.35295,-0.16896,10.3418,8.9265,8.9265,1.0,1.0,1
100559,31.05.2024 11:08:34.170000,275.125,301.245,11.0091,10.494,10.46,30.5399,2.12261,2.21628,14.5915,14.8429,558.745,560.73,4.1224,17.9299,2.61191,-0.125076,10.3418,8.70226,8.70226,1.0,1.0,1
100560,31.05.2024 11:08:34.180000,271.747,283.694,11.0091,10.543,10.526,30.533,2.13286,2.21784,14.2848,11.7923,557.785,559.15,0.0305846,9.47492,2.70898,-0.15565,10.3427,8.70226,8.70226,1.0,1.0,1
100561,31.05.2024 11:08:34.190000,271.747,283.694,11.0091,10.543,10.526,30.533,2.13286,2.21784,14.2848,11.7923,557.785,559.15,0.0305846,9.47492,2.70898,-0.15565,10.3427,8.70226,8.70226,1.0,1.0,1
100562,31.05.2024 11:08:34.200000,271.747,283.694,11.011,10.543,10.526,30.533,2.143,2.21103,14.9552,10.3067,558.035,559.815,-4.04251,-0.844364,3.32807,-0.107841,10.3434,9.71498,9.71498,1.0,1.0,1
100563,31.05.2024 11:08:34.210000,260.376,285.837,10.9864,10.589,10.625,30.5009,2.13682,2.17876,14.9552,10.3067,558.035,559.815,-4.04251,-0.844364,3.32807,-0.107841,10.344,9.71498,9.71498,1.0,1.0,1
100564,31.05.2024 11:08:34.220000,260.376,285.837,10.9857,10.589,10.625,30.5325,2.12608,2.17586,14.2705,7.89804,557.955,560.7,-3.50446,1.02499,5.46247,-0.0189775,10.344,9.69329,9.69329,1.0,1.0,1
100565,31.05.2024 11:08:34.230000,260.376,285.837,10.9857,10.589,10.625,30.5325,2.12608,2.17586,14.2705,7.89804,557.955,560.7,-3.50446,1.02499,5.46247,-0.0189775,10.344,9.69329,9.69329,1.0,1.0,1
100566,31.05.2024 11:08:34.240000,257.08,290.369,10.9718,10.572,10.667,30.507,2.11014,2.17065,14.5688,7.81831,558.18,560.835,-4.59849,5.39383,7.65863,0.0944868,10.3448,13.0498,13.0498,1.0,1.0,1
100567,31.05.2024 11:08:34.250000,272.736,290.781,10.9707,10.613,10.644,30.5318,2.09853,2.17147,14.1139,9.2511,558.315,560.715,-2.55841,4.93466,8.43695,0.338734,10.3454,13.0498,13.0498,1.0,1.0,1
100568,31.05.2024 11:08:34.260000,257.08,290.369,10.9718,10.572,10.667,30.507,2.11014,2.17065,14.5688,7.81831,558.18,560.835,-4.59849,5.39383,7.65863,0.0944868,10.3448,13.0498,13.0498,1.0,1.0,1
100569,31.05.2024 11:08:34.270000,257.08,290.369,10.9718,10.572,10.667,30.507,2.11014,2.17065,14.5688,7.81831,558.18,560.835,-4.59849,5.39383,7.65863,0.0944868,10.3448,13.0498,13.0498,1.0,1.0,1
100570,31.05.2024 11:08:34.280000,269.852,291.687,10.955,10.664,10.645,30.5264,2.12396,2.17611,14.2394,8.17065,558.255,560.855,0.840544,6.08884,7.2085,0.730511,10.3465,13.9902,13.9902,1.0,1.0,1
100571,31.05.2024 11:08:34.290000,280.975,291.687,10.94,10.678,10.758,30.5098,2.15045,2.19227,14.2394,8.17065,558.255,560.855,0.840544,6.08884,7.2085,0.730511,10.3476,14.7425,14.7425,1.0,1.0,1
100572,31.05.2024 11:08:34.300000,280.975,291.687,10.94,10.678,10.758,30.5098,2.15045,2.19227,14.2394,8.17065,558.255,560.855,0.840544,6.08884,7.2085,0.730511,10.3476,14.7425,14.7425,1.0,1.0,1
100573,31.05.2024 11:08:34.310000,280.975,291.687,10.9428,10.678,10.758,30.5239,2.14796,2.20105,16.3716,11.5391,558.01,560.645,1.68343,5.78908,5.94929,1.02426,10.3476,15.2922,15.2922,1.0,1.0,1
100574,31.05.2024 11:08:34.320000,270.511,299.185,10.942,10.732,10.776,30.5135,2.13339,2.20069,16.6106,15.0252,557.9,560.545,1.49076,4.15568,4.30862,1.40375,10.3494,15.3067,15.3067,1.0,1.0,1
