,time,Pinceur Inf Mesure de courant,Pinceur Sup Mesure de courant,Mandrin - Vitesse Actuelle,Pinceur Sup Mesure vitesse lineaire,Pinceur Inf Mesure vitesse lineaire,Mandrin - Mesure Expansion,Pinceur Nord Position entrefer estimee,Pinceur Sud Position entrefer estimee,Pinceur Nord Force entrefer calibree,Pinceur Sud Force entrefer calibree,Guides Nord Entree Position mesuree,Guides Nord Sortie Position mesuree,Guides Nord Entree Force pour regulateur PI,Guides Nord Sortie Force pour regulateur PI,Guides Sud Entree Force pour regulateur PI,Guides Sud Sortie Force pour regulateur PI,Mandrin - Vitesse Actuelle F10,_Excentrage largeur bande jauge bob,_Excentrage largeur bande jauge bob.1,TDB pinceur,Fenetre,Declancheur
2700,30.05.2024 09:02:37.390000,150.705,279.492,10.7743,11.741,11.45,30.772,2.27459,2.36142,19.9456,31.848,504.27,505.125,4.4944,7.15731,0.873229,0.868057,10.1576,32.1832,32.1832,1.0,1.0,1
2701,30.05.2024 09:02:37.400000,150.705,279.492,10.7705,11.741,11.45,30.6928,2.2214,2.35071,19.9456,31.848,504.27,505.125,4.4944,7.15731,0.873229,0.868057,10.1576,32.9572,32.9572,1.0,1.0,1
2702,30.05.2024 09:02:37.410000,226.263,362.631,10.7669,11.56,11.269,30.7208,2.20692,2.34407,16.6736,21.884,502.725,503.575,3.81877,5.40792,0.903358,0.861126,10.158,32.9572,32.9572,1.0,1.0,1
2703,30.05.2024 09:02:37.420000,226.263,362.631,10.7669,11.56,11.269,30.7208,2.20692,2.34407,16.6736,21.884,502.725,503.575,3.81877,5.40792,0.903358,0.861126,10.158,32.9572,32.9572,1.0,1.0,1
2704,30.05.2024 09:02:37.430000,226.263,402.017,10.7669,11.548,11.269,30.7208,2.20438,2.33841,15.7784,23.9643,501.405,502.255,2.58962,3.49831,0.928493,0.808728,10.1576,33.015,33.015,1.0,1.0,1
2705,30.05.2024 09:02:37.440000,345.492,433.163,10.7744,11.525,11.026,30.8356,2.28466,2.24568,16.586,31.297,500.35,501.17,1.22697,1.50485,0.978889,0.844052,10.1583,33.015,33.015,1.0,1.0,1
2706,30.05.2024 09:02:37.450000,345.492,433.163,10.7744,11.525,11.026,30.8356,2.28466,2.24568,16.586,31.297,500.35,501.17,1.22697,1.50485,0.978889,0.844052,10.1583,33.015,33.015,1.0,1.0,1
2707,30.05.2024 09:02:37.460000,345.492,433.163,10.7713,11.525,11.026,30.8356,2.31634,2.22785,21.264,20.0388,499.41,500.27,0.395289,0.634198,1.02002,0.841343,10.1581,35.3443,35.3443,1.0,1.0,1
2708,30.05.2024 09:02:37.470000,345.492,433.163,10.7713,11.525,11.026,30.8356,2.31634,2.22785,21.264,20.0388,499.41,500.27,0.395289,0.634198,1.02002,0.841343,10.1581,35.3443,35.3443,1.0,1.0,1
2709,30.05.2024 09:02:37.480000,432.587,481.036,10.7638,11.328,10.941,30.7878,2.33879,2.21613,21.8409,13.7623,498.47,499.37,0.251031,1.30267,0.99269,0.82898,10.1568,36.1473,36.1473,1.0,1.0,1
2710,30.05.2024 09:02:37.490000,432.587,481.036,10.7638,11.328,10.941,30.7878,2.33879,2.21613,21.8409,13.7623,498.47,499.37,0.251031,1.30267,0.99269,0.82898,10.1568,36.1473,36.1473,1.0,1.0,1
2711,30.05.2024 09:02:37.500000,450.22,477.164,10.7482,11.235,10.847,30.7464,2.31267,2.19783,21.2134,20.6487,497.495,498.355,0.481603,2.66423,0.971301,0.932499,10.159,42.7662,42.7662,1.0,1.0,1
2712,30.05.2024 09:02:37.510000,430.774,464.392,10.7538,11.212,10.794,30.741,2.28522,2.16182,22.2076,19.0679,496.53,497.3,1.15669,4.34109,0.929633,0.899365,10.1589,42.7662,42.7662,1.0,1.0,1
2713,30.05.2024 09:02:37.520000,437.448,462.909,10.7538,11.197,10.796,30.6986,2.26095,2.15135,19.8488,14.6593,495.42,496.115,2.64559,6.22626,0.937396,0.878456,10.1589,44.8423,44.8423,1.0,1.0,1
2714,30.05.2024 09:02:37.530000,437.448,462.909,10.7606,11.197,10.796,30.6986,2.24179,2.14872,19.8488,14.6593,495.42,496.115,4.01398,7.76712,0.867343,0.851906,10.159,44.6036,44.6036,1.0,1.0,1
