,time,Pinceur Inf Mesure de courant,Pinceur Sup Mesure de courant,Mandrin - Vitesse Actuelle,Pinceur Sup Mesure vitesse lineaire,Pinceur Inf Mesure vitesse lineaire,Mandrin - Mesure Expansion,Pinceur Nord Position entrefer estimee,Pinceur Sud Position entrefer estimee,Pinceur Nord Force entrefer calibree,Pinceur Sud Force entrefer calibree,Guides Nord Entree Position mesuree,Guides Nord Sortie Position mesuree,Guides Nord Entree Force pour regulateur PI,Guides Nord Sortie Force pour regulateur PI,Guides Sud Entree Force pour regulateur PI,Guides Sud Sortie Force pour regulateur PI,Mandrin - Vitesse Actuelle F10,_Excentrage largeur bande jauge bob,_Excentrage largeur bande jauge bob.1,TDB pinceur,Fenetre,Declancheur
80100,31.05.2024 05:01:28.920000,80.0903,51.7456,8.10567,8.422,8.145,29.3564,4.20763,4.12246,31.0331,42.4118,565.305,566.785,7.10664,5.99,-0.500824,0.388799,7.04386,74.3924,74.3924,1.0,1.0,1
80101,31.05.2024 05:01:28.930000,97.5586,58.5846,8.10472,8.377,8.072,29.3617,4.2922,4.23012,47.6682,57.1145,562.795,564.36,7.015,5.64696,-0.431503,0.455056,7.04436,74.3924,74.3924,1.0,1.0,1
80102,31.05.2024 05:01:28.940000,104.15,92.7795,8.09665,8.238,7.926,29.3617,4.19845,4.29955,42.6528,57.0136,561.985,563.5,7.26968,5.80002,-0.32016,0.538179,7.04443,74.2477,74.2477,1.0,1.0,1
80103,31.05.2024 05:01:28.950000,114.697,92.7795,8.09501,8.135,7.926,29.3381,4.19845,4.29955,42.6528,57.0136,561.155,562.675,7.06572,6.49063,-0.308699,0.506852,7.04468,74.4864,74.4864,1.0,1.0,1
80104,31.05.2024 05:01:28.960000,114.697,106.952,8.09501,8.135,7.921,29.389,4.00345,4.19821,39.7353,59.2091,560.335,561.795,7.12933,7.18478,-0.416374,0.430017,7.04468,74.4864,74.4864,1.0,1.0,1
80105,31.05.2024 05:01:28.970000,128.622,116.84,8.10202,8.145,7.799,29.389,3.85524,4.04144,29.0255,52.2092,558.665,560.155,7.5522,6.72944,-0.389076,0.609414,7.04492,74.8915,74.8915,1.0,1.0,1
80106,31.05.2024 05:01:28.980000,153.918,116.84,8.10537,8.124,7.799,29.3642,3.85524,4.04144,29.0255,52.2092,557.84,559.325,8.13902,6.77208,-0.466181,0.696374,7.04492,74.8915,74.8915,1.0,1.0,1
80107,31.05.2024 05:01:28.990000,153.918,116.84,8.10537,8.124,7.799,29.3642,3.85524,4.04144,29.0255,52.2092,557.84,559.325,8.13902,6.77208,-0.466181,0.696374,7.04492,74.8915,74.8915,1.0,1.0,1
80108,31.05.2024 05:01:29.000000,153.918,149.634,8.10537,8.124,7.793,29.35,3.75346,3.81587,16.9745,34.4679,556.975,558.455,8.07542,6.7698,-0.493748,0.695153,7.04553,75.434,75.434,1.0,1.0,1
80109,31.05.2024 05:01:29.010000,153.918,149.634,8.10537,8.124,7.793,29.35,3.75346,3.81587,16.9745,34.4679,556.975,558.455,8.07542,6.7698,-0.493748,0.695153,7.04553,75.434,75.434,1.0,1.0,1
80110,31.05.2024 05:01:29.020000,194.046,159.686,8.07554,8.144,7.738,29.2693,3.65272,3.6017,14.3133,16.9072,554.485,555.965,7.60918,7.0495,-0.563187,0.618276,7.04661,75.3328,75.3328,1.0,1.0,1
80111,31.05.2024 05:01:29.030000,194.046,159.686,8.07554,8.144,7.738,29.2693,3.65272,3.6017,14.3133,16.9072,554.485,555.965,7.60918,7.0495,-0.563187,0.618276,7.04661,75.3328,75.3328,1.0,1.0,1
80112,31.05.2024 05:01:29.040000,294.983,183.334,8.10407,7.948,7.579,29.2446,3.65005,3.48807,7.76922,8.98842,552.83,554.345,8.04027,6.95829,-0.574478,0.667134,7.04763,74.8843,74.8843,1.0,1.0,1
80113,31.05.2024 05:01:29.050000,321.68,338.406,8.0998,7.875,7.486,29.2393,3.77966,3.52323,13.7315,6.90749,550.275,551.91,7.87634,7.0284,-0.536646,0.703202,7.04808,74.3128,74.3128,1.0,1.0,1
80114,31.05.2024 05:01:29.060000,348.129,338.406,8.09397,7.84,7.486,29.2393,3.77966,3.52323,13.7315,6.90749,549.42,551.205,7.61538,7.21637,-0.510864,0.641492,7.04808,74.3128,74.3128,1.0,1.0,1
80115,31.05.2024 05:01:29.070000,348.129,399.957,8.09397,7.84,7.421,29.2393,3.85256,3.66404,17.5907,16.0945,548.55,550.415,7.70874,8.08364,-0.528627,0.643655,7.04842,72.7865,72.7865,1.0,1.0,1
80116,31.05.2024 05:01:29.080000,391.965,399.957,8.09925,7.896,7.421,29.203,3.86993,3.82197,22.98,29.202,547.69,549.625,6.41164,10.2344,-0.415987,0.762227,7.04876,72.7865,72.7865,1.0,1.0,1
80117,31.05.2024 05:01:29.090000,391.965,408.774,8.09925,7.896,7.373,29.3203,3.86993,3.82197,22.98,29.202,546.835,548.815,6.2012,11.3715,-0.457687,0.711549,7.04876,72.7865,72.7865,1.0,1.0,1
80118,31.05.2024 05:01:29.100000,439.014,494.137,8.08122,7.724,7.214,29.3203,3.87563,3.91342,20.8383,35.6873,545.11,547.27,5.73365,12.003,-0.468662,0.732373,7.04885,72.7865,72.7865,1.0,1.0,1
80119,31.05.2024 05:01:29.110000,487.463,494.137,8.12787,7.711,7.214,29.2759,3.87563,3.91342,20.8383,35.6873,544.25,546.49,5.29159,12.7917,-0.461714,0.637586,7.04908,71.3614,71.3614,1.0,1.0,1
80120,31.05.2024 05:01:29.120000,487.463,512.182,8.12787,7.711,7.129,29.3034,3.87385,3.95116,22.4002,37.5351,543.43,545.665,4.83351,14.2047,-0.43367,0.667138,7.04908,71.3614,71.3614,1.0,1.0,1
80121,31.05.2024 05:01:29.130000,529.733,516.055,8.10058,7.769,6.994,29.3034,3.85352,3.92363,21.16,37.5629,542.58,544.855,4.79067,14.3566,-0.447723,0.625161,7.04963,69.9942,69.9942,1.0,1.0,1
80122,31.05.2024 05:01:29.140000,562.362,516.055,8.10354,7.805,6.994,29.294,3.85352,3.92363,21.16,37.5629,540.845,543.265,4.8889,14.8792,-0.620472,0.503129,7.04963,69.9942,69.9942,1.0,1.0,1
80123,31.05.2024 05:01:29.150000,562.362,499.246,8.10354,7.805,6.966,29.294,3.82052,3.81755,19.0674,32.8118,539.945,542.5,4.88102,14.7412,-0.698351,0.447721,7.05,69.9942,69.9942,1.0,1.0,1
80124,31.05.2024 05:01:29.160000,556.677,499.246,8.10249,7.743,6.966,29.2816,3.76773,3.71109,17.8276,22.6645,539.12,541.715,4.11407,15.3269,-0.690353,0.626187,7.05046,66.7318,66.7318,1.0,1.0,1
